Site	year	DOY	time	T_R1	T_R0	VZA	T_A1	T_A0	u	ea	p	S_dn	RN	L_dn	LAI	h_C	f_c	f_g	w_C
1	2021	102	13.0	297.6499051030663	282.3898110410742	0.0	285.209	280.471	3.95927	9.78386	989.687	990.237	677.999	292.653	1.0	3.0	1.0	1.0	1.0
1	2021	103	13.0	298.539935091838	282.956154262056	0.0	286.228	281.077	2.71889	8.877500000000001	991.587	1008.56	696.672	305.399	1.0	3.0	1.0	1.0	1.0
1	2021	104	13.0	296.9133263387051	282.7563452525415	0.0	286.641	281.926	2.95886	7.736900000000001	994.1260000000001	747.483	489.61	302.252	1.0	3.0	1.0	1.0	1.0
1	2021	105	13.0	302.68540961161864	282.0820290899616	0.0	290.817	280.93	3.17708	10.547	994.2650000000001	968.169	651.07	312.476	1.0	3.0	1.0	1.0	1.0
1	2021	106	13.0	302.6265862931697	282.5325097560931	0.0	290.607	280.649	2.87764	9.73026	992.432	980.244	654.453	307.104	1.0	3.0	1.0	1.0	1.0
1	2021	107	13.0	299.5003173567885	282.9196479190007	0.0	287.956	280.816	5.38143	9.7482	993.742	991.223	678.271	301.436	1.0	3.0	1.0	1.0	1.0
1	2021	108	13.0	308.5669674063666	287.4799153426932	0.0	298.514	288.192	4.49616	5.830539999999999	996.631	979.957	651.564	339.321	1.0	3.0	1.0	1.0	1.0
1	2021	109	13.0	302.81301252969126	285.33403138547	0.0	291.563	284.573	5.56549	10.25	995.5450000000001	1005.74	671.363	305.897	1.0	3.0	1.0	1.0	1.0
1	2021	110	13.0	298.4594060248607	283.293576583083	0.0	285.789	281.352	5.68428	9.675410000000001	992.668	1038.51	719.79	299.493	1.0	3.0	1.0	1.0	1.0
1	2021	111	13.0	288.4093580749026	283.1858191424419	0.0	284.426	281.188	2.81049	9.95368	991.645	310.288	220.019	361.368	1.0	3.0	1.0	1.0	1.0
1	2021	112	13.0	296.12233138879134	283.50654312616007	0.0	286.971	281.542	2.95539	10.473099999999999	993.193	698.061	490.644	350.885	1.0	3.0	1.0	1.0	1.0
1	2021	113	13.0	303.26487480488777	283.57165035071665	0.0	288.96	281.525	0.642238	10.0664	996.033	1192.93	847.909	331.666	1.0	3.0	1.0	1.0	1.0
1	2021	114	13.0	301.2401639311467	283.6527952460631	0.0	287.856	281.423	2.16747	9.705359999999999	995.4730000000001	992.757	677.067	303.392	1.0	3.0	1.0	1.0	1.0
1	2021	115	13.0	290.8998203896282	285.98632735191865	0.0	285.457	284.078	3.67585	10.536200000000001	991.909	320.956	208.283	351.649	1.0	3.0	1.0	1.0	1.0
1	2021	116	13.0	300.5469089904369	283.76300600167775	0.0	287.137	282.377	4.85244	8.84735	990.912	1030.29	701.705	295.214	1.0	3.0	1.0	1.0	1.0
1	2021	117	13.0	303.11794496610804	282.3931310795531	0.0	289.933	281.224	4.03432	8.05929	993.5649999999999	1010.7	677.992	303.161	1.0	3.0	1.0	1.0	1.0
1	2021	118	13.0	309.9306006762329	288.1117876688297	0.0	298.051	287.066	3.38806	7.31223	998.691	1017.07	666.54	331.308	1.0	3.0	1.0	1.0	1.0
1	2021	119	13.0	313.64268383667854	290.8678342310349	0.0	302.385	290.882	2.51298	4.83842	999.418	1017.07	656.217	348.547	1.0	3.0	1.0	1.0	1.0
1	2021	120	13.0	307.56743153280945	290.08678587111734	0.0	294.757	289.026	2.67649	13.162799999999999	997.585	995.378	666.268	334.57	1.0	3.0	1.0	1.0	1.0
1	2021	121	13.0	301.84524569691615	283.8431492077116	0.0	290.989	281.819	2.47663	10.905199999999999	993.4770000000001	890.547	599.14	333.041	1.0	3.0	1.0	1.0	1.0
1	2021	122	13.0	304.2531195958519	283.87172288459226	0.0	290.73	282.072	4.46185	10.320799999999998	990.681	1010.5	688.799	320.477	1.0	3.0	1.0	1.0	1.0
1	2021	123	13.0	308.5143099714195	285.49619914698076	0.0	295.726	282.972	4.02332	12.0965	989.9810000000001	1013.98	679.77	336.574	1.0	3.0	1.0	1.0	1.0
1	2021	124	13.0	306.86999755635475	287.94322690830364	0.0	293.696	286.53	3.23276	14.0623	992.8230000000001	1011.68	686.512	334.46	1.0	3.0	1.0	1.0	1.0
1	2021	125	13.0	308.97879063455395	287.84831043294884	0.0	296.004	285.244	3.0276	13.841400000000002	992.487	993.514	663.882	343.646	1.0	3.0	1.0	1.0	1.0
1	2021	126	13.0	303.0826940932507	285.34722198404387	0.0	288.799	282.455	2.96997	12.433499999999999	995.6600000000001	1021.29	703.622	317.401	1.0	3.0	1.0	1.0	1.0
1	2021	127	13.0	302.51586812797376	284.03492757153373	0.0	288.626	281.807	5.60943	10.227500000000001	995.2429999999999	1051.1	707.461	297.214	1.0	3.0	1.0	1.0	1.0
1	2021	128	13.0	306.34348490481926	285.01197834705926	0.0	293.138	282.12	4.24948	12.528500000000001	992.758	1020.84	693.295	328.568	1.0	3.0	1.0	1.0	1.0
1	2021	129	13.0	305.6475650568777	287.22921607204745	0.0	291.788	285.411	3.18379	13.413699999999999	991.8330000000001	1008.25	689.735	329.522	1.0	3.0	1.0	1.0	1.0
1	2021	130	13.0	305.41823945171257	285.0771922253903	0.0	291.265	282.823	3.02054	13.0713	991.255	1054.32	734.579	336.412	1.0	3.0	1.0	1.0	1.0
1	2021	131	13.0	301.7753050245169	284.0833798069292	0.0	289.198	282.711	2.70633	12.895399999999999	992.492	949.791	661.748	332.43	1.0	3.0	1.0	1.0	1.0
1	2021	132	13.0	298.7910265194797	286.37673574147306	0.0	289.348	284.329	2.8657	13.498099999999999	995.2069999999999	655.233	470.216	379.211	1.0	3.0	1.0	1.0	1.0
1	2021	133	13.0	302.73415252230035	286.5404826247074	0.0	288.194	284.169	3.26762	12.380799999999999	995.711	1033.89	727.098	321.958	1.0	3.0	1.0	1.0	1.0
1	2021	134	13.0	303.1623420280725	284.22457962859835	0.0	290.747	281.753	1.85412	13.067	993.861	914.435	662.887	372.849	1.0	3.0	1.0	1.0	1.0
1	2021	135	13.0	292.1133630160702	283.97198916713415	0.0	285.791	281.933	2.88245	10.3402	992.699	407.614	290.588	366.061	1.0	3.0	1.0	1.0	1.0
1	2021	136	13.0	296.11949527395694	286.01924803016715	0.0	288.134	283.498	3.53743	11.4858	993.757	542.341	396.438	375.684	1.0	3.0	1.0	1.0	1.0
1	2021	137	13.0	304.544733851084	285.4810138589947	0.0	289.614	283.192	2.92963	11.795799999999998	996.074	1015.75	709.448	319.763	1.0	3.0	1.0	1.0	1.0
1	2021	138	13.0	308.5287276990865	285.359927234347	0.0	294.033	282.973	4.29104	10.4881	993.9569999999999	1039.66	705.993	325.411	1.0	3.0	1.0	1.0	1.0
1	2021	139	13.0	302.1504401500195	287.43438383142626	0.0	288.581	284.816	7.16145	9.31804	991.923	1049.38	732.491	305.906	1.0	3.0	1.0	1.0	1.0
1	2021	140	13.0	304.4293704928079	285.724565149539	0.0	289.579	283.543	5.01182	6.99771	991.8219999999999	1067.11	715.238	290.532	1.0	3.0	1.0	1.0	1.0
1	2021	141	13.0	301.87617371257653	283.5998504290537	0.0	286.451	281.837	4.60556	8.59153	995.8019999999999	1093.96	762.231	300.835	1.0	3.0	1.0	1.0	1.0
1	2021	142	13.0	304.37249354867714	284.97853170595636	0.0	288.993	282.056	3.66198	9.0748	996.8180000000001	1040.27	709.254	303.329	1.0	3.0	1.0	1.0	1.0
1	2021	143	13.0	304.187566701386	284.4018587163194	0.0	289.259	281.526	5.41265	9.45947	998.159	1050.43	722.54	307.536	1.0	3.0	1.0	1.0	1.0
1	2021	144	13.0	312.66443308422106	284.69498244387864	0.0	298.765	282.284	3.92112	11.552	994.8789999999999	1046.06	702.369	345.921	1.0	3.0	1.0	1.0	1.0
1	2021	145	13.0	301.7457240135981	291.0639456265282	0.0	295.119	288.331	6.00027	9.907070000000001	993.861	536.521	339.761	364.911	1.0	3.0	1.0	1.0	1.0
1	2021	146	13.0	306.7515843474013	285.3424203493416	0.0	291.311	282.41	3.66043	11.456800000000001	995.367	1040.02	717.072	327.014	1.0	3.0	1.0	1.0	1.0
1	2021	147	13.0	308.0811469386983	284.0661233689947	0.0	292.55	281.274	2.61299	10.551199999999998	996.9870000000001	1040.22	702.307	322.621	1.0	3.0	1.0	1.0	1.0
1	2021	148	13.0	302.6084845409142	286.74513192597533	0.0	288.172	283.909	5.50274	11.281099999999999	994.1239999999999	1034.32	722.527	312.893	1.0	3.0	1.0	1.0	1.0
1	2021	149	13.0	296.46431932942045	284.2643163007038	0.0	286.504	281.954	4.15488	10.4361	992.8089999999999	627.744	446.214	362.724	1.0	3.0	1.0	1.0	1.0
1	2021	150	13.0	307.3205909496756	284.8665358111611	0.0	291.943	282.308	1.98685	11.813699999999997	990.215	1016.56	703.205	333.806	1.0	3.0	1.0	1.0	1.0
1	2021	151	13.0	308.456535088125	286.58960763044536	0.0	293.174	283.987	2.88431	13.9144	992.7489999999999	1020.96	711.674	341.069	1.0	3.0	1.0	1.0	1.0
1	2021	152	13.0	308.31217748867704	288.19998860900654	0.0	293.096	285.216	3.55901	13.940299999999999	993.046	1026.4	719.95	343.91	1.0	3.0	1.0	1.0	1.0
1	2021	153	13.0	312.4832724720978	288.44738347030346	0.0	297.765	284.669	2.62612	14.3568	990.799	1027.4	704.146	354.5	1.0	3.0	1.0	1.0	1.0
1	2021	154	13.0	309.2996818635182	286.2101604424127	0.0	293.916	283.24	3.45731	13.391900000000001	990.5189999999999	1024.13	711.796	341.188	1.0	3.0	1.0	1.0	1.0
1	2021	155	13.0	307.31020366281837	287.2013154407399	0.0	291.958	284.054	4.37866	13.518800000000002	992.807	1024.36	723.106	339.887	1.0	3.0	1.0	1.0	1.0
1	2021	156	13.0	306.46850432640093	287.3358099127786	0.0	290.553	283.748	2.72526	12.146799999999999	993.419	1036.12	724.203	325.306	1.0	3.0	1.0	1.0	1.0
1	2021	157	13.0	301.1432561960549	287.4843132478289	0.0	290.494	285.043	2.36121	11.890999999999998	991.779	760.782	554.269	378.757	1.0	3.0	1.0	1.0	1.0
1	2021	158	13.0	304.51829424609076	286.32417093563635	0.0	289.965	284.032	3.57342	11.2619	992.015	1003.42	703.79	329.093	1.0	3.0	1.0	1.0	1.0
1	2021	159	13.0	308.4006638081073	287.9347849721924	0.0	292.337	284.444	1.82411	9.34419	996.156	1026.09	696.227	321.907	1.0	3.0	1.0	1.0	1.0
1	2021	160	13.0	306.42700893187595	286.62388213636757	0.0	290.711	283.739	5.14007	8.19063	998.498	1047.28	709.803	308.937	1.0	3.0	1.0	1.0	1.0
1	2021	161	13.0	307.9887741772287	288.38874441217445	0.0	292.309	285.297	5.09134	7.76303	998.514	1058.11	706.668	310.306	1.0	3.0	1.0	1.0	1.0
1	2021	162	13.0	309.2016841204877	289.5584504417131	0.0	294.94	286.234	6.44435	7.72355	993.0039999999999	1041.19	704.558	330.565	1.0	3.0	1.0	1.0	1.0
1	2021	163	13.0	314.9127926295682	293.0156214202001	0.0	300.018	289.929	4.65117	9.41684	990.421	1024.38	683.294	360.829	1.0	3.0	1.0	1.0	1.0
1	2021	164	13.0	311.1083227556331	289.00785679846337	0.0	295.592	284.88	4.15196	14.8637	992.52	1013.61	699.638	357.179	1.0	3.0	1.0	1.0	1.0
1	2021	165	13.0	310.6922313436293	290.01811149036	0.0	296.451	286.944	5.98342	13.838	993.112	1029.04	708.206	353.208	1.0	3.0	1.0	1.0	1.0
1	2021	166	13.0	314.4531383875018	289.6928254126986	0.0	301.012	287.281	5.58384	11.3063	991.957	1010.64	671.353	363.099	1.0	3.0	1.0	1.0	1.0
1	2021	167	13.0	320.9162307208876	296.25641976574366	0.0	307.94	294.209	1.56971	10.866500000000002	988.9689999999998	970.594	631.573	404.252	1.0	3.0	1.0	1.0	1.0
1	2021	168	13.0	315.7868830527058	297.48506023129846	0.0	301.313	295.118	3.98125	15.810599999999999	988.073	1001.38	675.635	380.093	1.0	3.0	1.0	1.0	1.0
1	2021	169	13.0	312.203843349435	292.4100850768186	0.0	297.0	289.47	3.97506	15.811900000000001	987.1680000000001	1006.37	692.967	366.361	1.0	3.0	1.0	1.0	1.0
1	2021	170	13.0	310.01185687968524	290.2933902332619	0.0	294.116	286.897	3.97455	14.8168	987.5139999999999	1024.64	706.641	347.621	1.0	3.0	1.0	1.0	1.0
1	2021	171	13.0	309.84901782541255	288.819084078008	0.0	293.761	284.614	4.28504	14.3706	989.97	1029.14	709.143	344.349	1.0	3.0	1.0	1.0	1.0
1	2021	172	13.0	298.5558918726044	288.4649068918274	0.0	289.053	285.839	2.83048	12.375399999999999	994.1129999999999	588.157	429.075	386.729	1.0	3.0	1.0	1.0	1.0
1	2021	173	13.0	309.8290722459936	290.0045800051776	0.0	293.964	286.357	4.19958	14.6	991.826	1027.4	710.131	341.258	1.0	3.0	1.0	1.0	1.0
1	2021	174	13.0	309.83391687582747	291.03280791333174	0.0	293.538	286.816	4.06001	13.6147	992.365	1025.14	704.455	338.494	1.0	3.0	1.0	1.0	1.0
1	2021	175	13.0	308.37703974889615	292.6289273796918	0.0	292.359	288.368	4.94753	13.294999999999998	994.7860000000001	1027.24	709.923	334.002	1.0	3.0	1.0	1.0	1.0
1	2021	176	13.0	311.2857743085223	289.7273501879127	0.0	295.09	286.387	4.31696	13.7906	992.883	1031.02	697.118	341.783	1.0	3.0	1.0	1.0	1.0
1	2021	177	13.0	310.94928685455926	288.8282243004272	0.0	294.955	286.249	3.58041	14.5302	989.452	1016.64	696.326	352.479	1.0	3.0	1.0	1.0	1.0
1	2021	178	13.0	311.5188173622459	289.24918343333684	0.0	296.335	285.51	4.47725	14.6577	985.8330000000001	1009.92	699.468	362.476	1.0	3.0	1.0	1.0	1.0
1	2021	179	13.0	310.4865042997198	288.54347887160935	0.0	294.219	284.896	3.49731	14.171199999999999	985.059	998.633	693.127	357.506	1.0	3.0	1.0	1.0	1.0
1	2021	180	13.0	311.727917705823	290.03862117507595	0.0	296.108	285.807	3.91203	15.245	987.622	955.795	651.799	363.168	1.0	3.0	1.0	1.0	1.0
1	2021	181	13.0	310.67275971989307	291.0087241380957	0.0	294.492	288.693	2.54698	15.3745	991.4	886.019	567.921	349.372	1.0	3.0	1.0	1.0	1.0
1	2021	182	13.0	311.66420780545	289.40740768359404	0.0	295.587	286.481	2.17119	15.3271	992.0260000000001	962.389	650.293	353.43	1.0	3.0	1.0	1.0	1.0
1	2021	183	13.0	313.88826213050095	288.379058590731	0.0	297.399	285.076	3.03928	14.8478	991.438	954.084	618.613	351.109	1.0	3.0	1.0	1.0	1.0
1	2021	184	13.0	315.17134256131686	288.6642596256734	0.0	298.882	284.694	3.17256	15.3387	992.333	947.918	612.612	357.969	1.0	3.0	1.0	1.0	1.0
1	2021	185	13.0	312.75185588159746	287.4066731614318	0.0	295.941	284.301	3.18515	13.7404	993.9280000000001	975.287	637.809	340.379	1.0	3.0	1.0	1.0	1.0
1	2021	186	13.0	312.9492159507816	288.172852504688	0.0	296.248	284.891	3.24336	13.8768	994.2950000000001	926.214	589.669	343.617	1.0	3.0	1.0	1.0	1.0
1	2021	187	13.0	312.21358861820687	287.551135341323	0.0	295.774	284.694	2.2369	13.7047	993.166	963.284	642.504	349.759	1.0	3.0	1.0	1.0	1.0
1	2021	188	13.0	310.8926875879428	288.6935022517931	0.0	294.086	285.461	2.8265	13.001800000000001	989.946	1013.1	698.566	346.159	1.0	3.0	1.0	1.0	1.0
1	2021	189	13.0	315.70511259205404	292.49915494145245	0.0	300.475	289.515	3.44798	14.9804	989.477	956.157	659.429	390.534	1.0	3.0	1.0	1.0	1.0
1	2021	190	13.0	316.833757605747	296.8995062540881	0.0	301.949	294.244	3.62295	16.5261	992.472	-1008.42	-1306.51	397.612	1.0	3.0	1.0	1.0	1.0
1	2021	191	13.0	316.9602981369631	297.7789916847359	0.0	301.755	294.819	3.74836	13.1308	992.0410000000002	803.925	504.676	399.029	1.0	3.0	1.0	1.0	1.0
1	2021	192	13.0	317.4120138010701	295.37472636826215	0.0	302.033	292.198	2.51348	14.853699999999998	990.527	965.095	658.835	397.579	1.0	3.0	1.0	1.0	1.0
1	2021	193	13.0	313.08312616908313	289.0808935239627	0.0	297.323	285.488	3.34408	15.5439	991.778	975.057	669.667	368.08	1.0	3.0	1.0	1.0	1.0
1	2021	194	13.0	313.4950470286148	288.51477663436407	0.0	297.582	285.079	3.51013	14.944600000000001	992.102	969.598	661.028	369.246	1.0	3.0	1.0	1.0	1.0
1	2021	195	13.0	310.7021408650996	289.6055705565896	0.0	295.368	286.338	2.9727	15.0786	993.4019999999999	956.549	658.179	359.191	1.0	3.0	1.0	1.0	1.0
1	2021	196	13.0	311.65831718368986	291.57445098238446	0.0	295.901	288.663	3.05366	15.388	993.891	953.542	646.577	356.879	1.0	3.0	1.0	1.0	1.0
1	2021	197	13.0	310.36945077607464	288.61313289385294	0.0	294.111	285.604	3.58815	14.642599999999998	992.9269999999999	852.43	543.738	346.997	1.0	3.0	1.0	1.0	1.0
1	2021	198	13.0	312.089130302127	288.4060775345183	0.0	295.873	285.637	3.44452	15.035	992.638	994.998	680.75	353.112	1.0	3.0	1.0	1.0	1.0
1	2021	199	13.0	313.1475605881721	292.6241486639068	0.0	300.739	289.667	2.13476	10.8264	994.1719999999999	646.57	392.249	396.942	1.0	3.0	1.0	1.0	1.0
1	2021	200	13.0	315.7102361047507	296.60891198106003	0.0	300.368	293.969	3.80404	14.8803	995.788	776.034	469.239	382.246	1.0	3.0	1.0	1.0	1.0
1	2021	201	13.0	316.45149025045106	289.2069890498163	0.0	300.459	285.742	3.27967	14.0138	994.554	920.534	602.219	378.705	1.0	3.0	1.0	1.0	1.0
1	2021	202	13.0	314.2525701827319	290.1390219351448	0.0	298.207	286.478	2.97155	13.793800000000001	990.8979999999999	984.959	667.275	366.288	1.0	3.0	1.0	1.0	1.0
1	2021	203	13.0	313.0754377164861	288.41982830132537	0.0	297.519	285.36	3.91868	14.2005	993.385	951.841	647.1	366.573	1.0	3.0	1.0	1.0	1.0
1	2021	204	13.0	312.41682321352863	288.6465924938674	0.0	296.474	284.884	3.40888	14.2553	996.1160000000001	997.497	678.323	351.349	1.0	3.0	1.0	1.0	1.0
1	2021	205	13.0	310.2475096590584	287.16019985631476	0.0	293.89	285.423	3.36186	13.445400000000001	994.735	1005.94	692.915	341.674	1.0	3.0	1.0	1.0	1.0
1	2021	206	13.0	309.84316819513714	288.4854496686029	0.0	293.892	286.108	2.68008	13.477300000000001	993.0810000000001	943.821	658.146	357.639	1.0	3.0	1.0	1.0	1.0
1	2021	207	13.0	305.07018631249593	290.4982804423203	0.0	294.654	286.437	2.65482	14.4306	992.8739999999999	240.414	71.6044	399.415	1.0	3.0	1.0	1.0	1.0
1	2021	208	13.0	311.5792929734759	289.94217381900245	0.0	295.412	286.731	3.32335	14.625899999999998	994.327	1006.26	691.962	347.332	1.0	3.0	1.0	1.0	1.0
1	2021	209	13.0	315.64991846724513	290.1944091639044	0.0	299.637	286.708	3.0257	14.8644	995.084	-1555.82	-1877.3	367.524	1.0	3.0	1.0	1.0	1.0
1	2021	210	13.0	313.5179749282168	288.6098494179157	0.0	297.685	285.518	3.63476	14.506300000000001	991.9189999999999	886.916	567.685	357.601	1.0	3.0	1.0	1.0	1.0
1	2021	211	13.0	312.9648184264781	289.7914971821989	0.0	297.301	286.156	4.39218	14.9356	992.5329999999999	975.465	673.171	365.125	1.0	3.0	1.0	1.0	1.0
1	2021	212	13.0	315.3729621689017	288.30377429672825	0.0	299.226	285.417	3.17603	14.7883	995.57	999.352	670.975	360.048	1.0	3.0	1.0	1.0	1.0
1	2021	213	13.0	314.8614057214531	288.95204894061817	0.0	298.731	286.786	3.72811	14.482300000000002	996.4580000000001	861.085	541.311	361.819	1.0	3.0	1.0	1.0	1.0
1	2021	215	13.0	313.909401564634	288.2879022053314	0.0	297.661	285.407	3.7454	13.4798	993.7469999999998	1011.24	681.224	350.357	1.0	3.0	1.0	1.0	1.0
1	2021	216	13.0	310.26449122289114	287.5094493014652	0.0	294.584	284.85	4.84514	13.871099999999998	992.4289999999999	1000.97	694.351	346.124	1.0	3.0	1.0	1.0	1.0
1	2021	217	13.0	311.6082607862172	287.4115687751002	0.0	295.906	284.902	4.5319	12.5004	992.877	910.072	580.593	337.408	1.0	3.0	1.0	1.0	1.0
1	2021	218	13.0	314.9339827016357	287.2572567566421	0.0	298.62	284.283	2.72527	14.0225	991.871	-1568.33	-1897.62	355.518	1.0	3.0	1.0	1.0	1.0
1	2021	219	13.0	310.9729635178314	289.92215612257104	0.0	294.887	286.611	3.57659	14.8478	992.5060000000001	993.429	691.27	349.623	1.0	3.0	1.0	1.0	1.0
1	2021	220	13.0	311.5654248720225	288.5240491485004	0.0	295.061	286.439	3.42291	14.654800000000002	991.9760000000001	929.46	623.149	347.701	1.0	3.0	1.0	1.0	1.0
1	2021	221	13.0	311.5409699157486	288.03149996521466	0.0	295.166	285.672	3.22576	14.810699999999999	991.614	1007.12	701.893	347.875	1.0	3.0	1.0	1.0	1.0
1	2021	222	13.0	311.92648881566816	291.8469729838351	0.0	296.393	291.011	4.28642	15.078	992.4239999999999	1002.31	719.672	371.748	1.0	3.0	1.0	1.0	1.0
1	2021	223	13.0	310.1113787801648	291.15667213926974	0.0	301.086	288.438	3.01703	12.4968	992.8589999999999	552.496	383.167	422.613	1.0	3.0	1.0	1.0	1.0
1	2021	224	13.0	317.0084662806715	290.85478614616864	0.0	302.136	287.88	3.26856	12.2157	994.044	958.485	662.775	390.132	1.0	3.0	1.0	1.0	1.0
1	2021	225	13.0	317.3768699104307	291.30548397960547	0.0	302.715	287.474	2.67587	11.0521	995.8839999999999	942.909	644.206	390.349	1.0	3.0	1.0	1.0	1.0
1	2021	226	13.0	314.81367365330067	291.69879154497426	0.0	299.822	289.1	3.40205	14.524000000000001	996.696	982.634	694.173	393.042	1.0	3.0	1.0	1.0	1.0
1	2021	227	13.0	313.02237173624775	289.422730264595	0.0	297.732	286.336	3.3602	15.055399999999999	992.362	933.134	651.455	378.119	1.0	3.0	1.0	1.0	1.0
1	2021	228	13.0	314.2764893258018	291.3995214262921	0.0	300.453	289.818	3.04016	15.331900000000001	988.509	877.778	602.239	388.975	1.0	3.0	1.0	1.0	1.0
1	2021	229	13.0	310.6133104347678	292.011404393543	0.0	294.843	289.134	3.43636	15.985199999999999	990.0369999999999	951.329	667.097	360.81	1.0	3.0	1.0	1.0	1.0
1	2021	230	13.0	296.28097041874753		0.0	290.354	287.544	2.23119	12.163	990.5880000000001	275.086	197.316	397.177	1.0	3.0	1.0	1.0	1.0
1	2021	231	13.0	310.259957953217	293.3810344469955	0.0	296.469	290.887	2.62162	15.065	991.809	771.189	498.932	362.094	1.0	3.0	1.0	1.0	1.0
1	2021	232	13.0	300.64447315115456	291.33624952955915	0.0	292.721	289.898	2.99517	12.951600000000001	989.803	385.479	261.507	402.756	1.0	3.0	1.0	1.0	1.0
1	2021	233	13.0	306.7571660183581	290.2921792035223	0.0	293.886	288.357	2.90908	12.7977	988.791	692.441	476.606	395.659	1.0	3.0	1.0	1.0	1.0
1	2021	234	13.0	306.4748548419379	288.63230605314976	0.0	295.288	286.254	2.54008	13.5323	988.977	532.812	327.873	382.357	1.0	3.0	1.0	1.0	1.0
1	2021	235	13.0	301.930006108593	289.83062890533864	0.0	293.056	287.315	2.95079	11.9314	991.125	281.807	142.901	401.701	1.0	3.0	1.0	1.0	1.0
1	2021	236	13.0	309.50859800118985	290.8201199492854	0.0	294.184	288.825	2.74348	12.5268	992.375	545.911	244.429	338.518	1.0	3.0	1.0	1.0	1.0
1	2021	237	13.0	314.57580878974437	288.6436281544869	0.0	299.301	285.94	2.12729	13.828699999999998	993.172	631.907	310.301	354.315	1.0	3.0	1.0	1.0	1.0
1	2021	238	13.0	312.8405213131618	288.0014813594318	0.0	297.455	285.329	3.3205	13.792200000000001	990.8760000000001	962.538	644.411	347.2	1.0	3.0	1.0	1.0	1.0
1	2021	239	13.0	317.5819239644365	290.94414697228035	0.0	302.727	290.111	2.2011	13.3894	986.3810000000001	-354.639	-677.437	373.084	1.0	3.0	1.0	1.0	1.0
1	2021	240	13.0	315.0500623337156	287.95408223048764	0.0	300.134	286.537	3.55284	13.544400000000001	986.9739999999999	953.477	641.367	366.663	1.0	3.0	1.0	1.0	1.0
1	2021	241	13.0	312.4291531412142	286.8722270701121	0.0	297.314	285.656	3.88758	14.8081	987.563	950.032	654.762	362.205	1.0	3.0	1.0	1.0	1.0
1	2021	242	13.0	310.87498226259584	288.91146126300396	0.0	296.043	285.971	3.60248	14.8848	986.943	856.373	583.072	368.223	1.0	3.0	1.0	1.0	1.0
1	2021	243	13.0	307.4220502712649	289.9954775725466	0.0	294.083	288.006	3.73546	14.693399999999999	987.3149999999999	714.804	479.262	373.257	1.0	3.0	1.0	1.0	1.0
1	2021	244	13.0	310.47780786850393	292.7669325740713	0.0	295.341	289.859	2.92666	14.5824	989.71	854.575	567.064	356.185	1.0	3.0	1.0	1.0	1.0
1	2021	245	13.0	310.36388913572335	287.92197362876067	0.0	295.0	284.968	3.26051	14.106500000000002	992.625	874.055	578.492	347.214	1.0	3.0	1.0	1.0	1.0
1	2021	246	13.0	313.71634296179735	286.9273790319173	0.0	298.753	284.084	3.10501	13.5902	991.877	840.019	526.29	355.174	1.0	3.0	1.0	1.0	1.0
1	2021	247	13.0	315.0994700588535	286.75239606928494	0.0	299.738	284.481	2.74436	13.921600000000002	992.2189999999999	901.752	576.215	355.705	1.0	3.0	1.0	1.0	1.0
1	2021	248	13.0	318.86310911046	287.09411651130387	0.0	304.561	285.325	2.81601	10.343099999999998	991.1019999999999	-471.684	-796.206	384.675	1.0	3.0	1.0	1.0	1.0
1	2021	249	13.0	313.5192365977325	290.38426756313777	0.0	299.616	289.012	3.99948	17.8465	992.0219999999999	721.048	448.183	388.416	1.0	3.0	1.0	1.0	1.0
1	2021	250	13.0	313.5548722627007	292.6275768303479	0.0	299.395	290.774	2.61701	17.5092	992.7639999999999	884.77	608.232	384.066	1.0	3.0	1.0	1.0	1.0
1	2021	251	13.0	311.77808244500295	290.9937882772068	0.0	297.463	289.847	3.58434	16.865899999999996	990.6310000000001	891.942	614.658	372.947	1.0	3.0	1.0	1.0	1.0
1	2021	252	13.0	312.4471882988306	291.0710764710025	0.0	299.911	288.48	4.7322	15.485100000000001	989.8519999999999	381.725	138.015	398.681	1.0	3.0	1.0	1.0	1.0
1	2021	253	13.0	314.0760466695038	291.31584206994836	0.0	300.091	289.788	3.9268	15.5264	992.4649999999999	852.592	579.858	392.283	1.0	3.0	1.0	1.0	1.0
1	2021	254	13.0	313.6226376645994		0.0	299.078	285.53	2.42212	13.7576	993.96	866.615	557.448	359.862	1.0	3.0	1.0	1.0	1.0
1	2021	255	13.0	312.91046585141714	286.8180158713033	0.0	297.869	284.644	2.31684	14.3407	992.2199999999999	477.719	159.503	347.422	1.0	3.0	1.0	1.0	1.0
1	2021	256	13.0	315.68208688096684	288.9064988729179	0.0	301.509	287.703	3.52671	11.660699999999999	990.253	910.874	597.736	368.043	1.0	3.0	1.0	1.0	1.0
1	2021	257	13.0	309.6139705331525	288.50800604517593	0.0	294.846	285.974	3.6452	13.581700000000001	991.694	831.176	538.467	345.105	1.0	3.0	1.0	1.0	1.0
1	2021	258	13.0	309.2576780656503	286.69636066878405	0.0	294.339	284.427	3.0954	12.3277	991.702	833.024	533.606	335.936	1.0	3.0	1.0	1.0	1.0
1	2021	259	13.0	306.4380254152249	286.572293692742	0.0	291.27	284.524	2.29905	11.5903	990.407	899.337	608.487	325.502	1.0	3.0	1.0	1.0	1.0
1	2021	260	13.0	305.03651012572055	287.8094025261749	0.0	291.069	285.771	3.23065	10.7471	994.3939999999999	714.195	431.491	324.075	1.0	3.0	1.0	1.0	1.0
