Site	year	DOY	time	T_R1	T_R0	VZA	T_A1	T_A0	u	ea	p	S_dn	RN	L_dn	LAI	h_C	f_c	f_g	w_C
1	2021	261	13.0	307.17755691164484	288.53579674319656	0.0	292.598	286.158	3.27767	12.0852	996.544	708.372	420.289	330.851	1.0	3.0	1.0	1.0	1.0
1	2021	262	13.0	314.4198693098941	288.6209552005269	0.0	301.127	286.483	1.341	12.8857	993.386	715.052	431.786	380.791	1.0	3.0	1.0	1.0	1.0
1	2021	263	13.0	311.6070324436106	287.9437693649727	0.0	298.845	287.035	3.51981	14.078	991.5089999999999	-3702.6	-3982.15	365.138	1.0	3.0	1.0	1.0	1.0
1	2021	264	13.0	315.2712839985491	290.6449075421601	0.0	301.861	290.039	2.35563	11.2153	997.1260000000001	871.662	569.794	371.825	1.0	3.0	1.0	1.0	1.0
1	2021	265	13.0	313.5552800684124	292.7248650275388	0.0	300.55	291.997	0.309849	13.642000000000001	997.1500000000001	841.838	565.368	381.531	1.0	3.0	1.0	1.0	1.0
1	2021	266	13.0	311.35750511394315	286.124580255787	0.0	297.133	283.871	2.63202	12.974400000000001	990.702	819.81	525.452	352.086	1.0	3.0	1.0	1.0	1.0
1	2021	267	13.0	303.6597798664389	285.441711857157	0.0	292.746	284.13	2.97355	12.703800000000001	992.0269999999999	618.975	380.25	345.391	1.0	3.0	1.0	1.0	1.0
1	2021	268	13.0	304.3131816529673	285.08081095979804	0.0	291.831	283.689	3.38151	12.6953	994.128	692.327	438.861	338.762	1.0	3.0	1.0	1.0	1.0
1	2021	269	13.0	300.8452939873517	286.95760293636033	0.0	290.74	285.055	2.31331	11.329899999999999	994.9689999999999	326.55	113.389	346.451	1.0	3.0	1.0	1.0	1.0
1	2021	270	13.0	296.18005835364903	287.63487204348456	0.0	288.982	285.835	1.70869	10.3545	995.638	322.68	222.317	386.536	1.0	3.0	1.0	1.0	1.0
1	2021	271	13.0	307.73361291931076	287.5250728546478	0.0	294.535	286.278	5.34789	10.8836	991.545	820.237	537.946	342.614	1.0	3.0	1.0	1.0	1.0
1	2021	272	13.0	310.1259041395868	287.6810964057666	0.0	296.904	286.802	3.3129	7.32126	991.725	374.691	70.8716	333.315	1.0	3.0	1.0	1.0	1.0
1	2021	273	13.0	315.4019509421827	287.82410409398466	0.0	302.941	288.118	4.11198	4.1205799999999995	992.979	-219.428	-538.52	356.155	1.0	3.0	1.0	1.0	1.0
1	2021	274	13.0	316.01886314233434	290.8421116817159	0.0	303.033	292.311	3.24584	4.34423	993.684	808.359	481.925	352.746	1.0	3.0	1.0	1.0	1.0
1	2021	275	13.0	316.0772979449346	287.10265280151367	0.0	302.998	287.12	2.28234	3.81081	994.293	-2643.76	-2973.15	351.649	1.0	3.0	1.0	1.0	1.0
1	2021	276	13.0	317.3638325538821	290.83379404665396	0.0	305.03	292.155	3.10698	3.87399	992.499	835.283	509.714	365.427	1.0	3.0	1.0	1.0	1.0
1	2021	277	13.0	313.2902003782283	291.63115326460286	0.0	301.712	291.947	2.7395	4.589519999999999	992.423	715.74	449.829	376.74	1.0	3.0	1.0	1.0	1.0
1	2021	278	13.0	308.6074731068874	287.9647286420603	0.0	298.964	287.23	3.26905	13.9619	992.6139999999999	787.838	541.692	367.758	1.0	3.0	1.0	1.0	1.0
1	2021	279	13.0	306.85195819305665	286.5168462278551	0.0	293.705	285.222	1.85696	14.9442	994.43	803.214	540.551	339.843	1.0	3.0	1.0	1.0	1.0
1	2021	280	13.0	291.0495741845312	287.98330748858825	0.0	288.026	286.683	1.52346	15.5021	994.6410000000001	136.365	106.288	393.178	1.0	3.0	1.0	1.0	1.0
1	2021	281	13.0	300.57805764169103		0.0	289.526	284.509	4.88362	8.852920000000001	997.483	798.852	541.135	302.171	1.0	3.0	1.0	1.0	1.0
1	2021	282	13.0	308.4513898434648	284.5188887020297	0.0	295.349	284.038	3.86868	7.1963	996.757	799.291	516.392	328.024	1.0	3.0	1.0	1.0	1.0
1	2021	283	13.0	313.02658379264665	286.61500798103134	0.0	300.074	287.235	3.25057	5.52292	994.8110000000001	801.07	494.227	337.055	1.0	3.0	1.0	1.0	1.0
1	2021	284	13.0	302.1153680644985	284.61686342503606	0.0	290.205	283.89	6.0188	8.93216	987.894	811.155	534.041	299.276	1.0	3.0	1.0	1.0	1.0
1	2021	285	13.0	304.4972427116614	283.52981935431853	0.0	291.013	283.55	4.42896	4.67501	992.598	810.36	515.015	295.57	1.0	3.0	1.0	1.0	1.0
1	2021	286	13.0	306.66029730373936	284.41357120494615	0.0	293.628	284.104	3.94695	5.244400000000001	993.184	784.579	500.096	315.976	1.0	3.0	1.0	1.0	1.0
1	2021	287	13.0	309.21222486827634	282.88529440978215	0.0	296.695	283.702	3.43788	7.41957	994.4789999999999	775.309	487.482	329.207	1.0	3.0	1.0	1.0	1.0
1	2021	288	13.0	313.43716845083964	284.66820001719555	0.0	301.228	285.923	2.84458	3.9923399999999996	997.2069999999999	774.693	468.449	340.607	1.0	3.0	1.0	1.0	1.0
1	2021	289	13.0	313.5350915049503	284.33124896575805	0.0	301.299	285.729	2.41989	2.68024	994.443	774.237	458.153	333.483	1.0	3.0	1.0	1.0	1.0
1	2021	290	13.0	302.9982835076028	283.66937951039495	0.0	290.43	283.639	3.5753	12.494499999999999	994.144	782.115	523.176	320.982	1.0	3.0	1.0	1.0	1.0
1	2021	291	13.0	301.65474779845874	284.6237140055114	0.0	289.256	283.568	5.2517	7.40545	993.613	766.945	494.857	299.165	1.0	3.0	1.0	1.0	1.0
1	2021	292	13.0	303.8737721403949	280.99634283304454	0.0	291.051	281.389	2.94915	9.237269999999999	994.999	755.826	485.344	310.859	1.0	3.0	1.0	1.0	1.0
1	2021	293	13.0	302.98038937193996		0.0	291.339	279.721	3.90131	9.58774	997.763	723.73	478.47	324.607	1.0	3.0	1.0	1.0	1.0
1	2021	294	13.0	308.02891208458794	286.4257604976629	0.0	295.948	286.286	2.54188	13.960799999999999	997.9039999999999	732.668	476.374	347.226	1.0	3.0	1.0	1.0	1.0
1	2021	295	13.0	298.80741435586293	286.65148015530053	0.0	292.399	285.664	4.37959	13.561700000000002	994.662	366.024	244.844	375.371	1.0	3.0	1.0	1.0	1.0
1	2021	296	13.0	303.7708675602906	285.1521133318261	0.0	291.371	285.039	3.0138	9.78553	990.9219999999999	725.357	473.194	322.523	1.0	3.0	1.0	1.0	1.0
1	2021	297	13.0	300.25407765645997	285.7137005309249	0.0	290.823	284.6	3.57693	12.1113	991.31	561.376	377.087	346.522	1.0	3.0	1.0	1.0	1.0
1	2021	298	13.0	292.7445876025886		0.0	288.423	286.24	4.10107	13.9966	989.903	710.851	553.427	334.193	1.0	3.0	1.0	1.0	1.0
1	2021	299	13.0	299.4050070288316	283.777976982624	0.0	291.227	283.747	5.2514	9.577919999999999	998.9069999999999	732.511	501.671	316.744	1.0	3.0	1.0	1.0	1.0
1	2021	300	13.0	308.25335773187584	286.93928271558786	0.0	299.419	287.661	3.71538	10.0899	999.0319999999999	719.229	472.392	354.904	1.0	3.0	1.0	1.0	1.0
1	2021	301	13.0	311.2363470244245	285.7989414912172	0.0	302.363	287.615	3.17238	9.70471	995.87	710.842	455.738	366.77	1.0	3.0	1.0	1.0	1.0
1	2021	302	13.0	309.6774262985244	285.271885861137	0.0	300.963	287.247	2.67829	11.4096	991.6080000000001	679.05	424.109	358.342	1.0	3.0	1.0	1.0	1.0
1	2021	303	13.0	302.09699849540607	285.79083194508837	0.0	292.483	283.92	3.19409	14.3749	992.837	715.13	484.199	331.437	1.0	3.0	1.0	1.0	1.0
1	2021	304	13.0	302.5593913422345	285.37747597813006	0.0	292.646	284.166	3.04848	12.375499999999999	993.822	587.628	356.893	336.775	1.0	3.0	1.0	1.0	1.0
1	2021	305	13.0	296.17645840379157	283.90051487293283	0.0	290.132	282.861	1.52438	13.920200000000001	997.407	108.938	-21.3141	355.202	1.0	3.0	1.0	1.0	1.0
1	2021	306	13.0	301.139453607919	286.13970538440634	0.0	293.539	285.749	4.34519	15.8005	999.2230000000001	570.857	364.309	342.574	1.0	3.0	1.0	1.0	1.0
1	2021	307	13.0	304.2322641054886	285.7410664943076	0.0	296.963	284.792	1.93697	13.951600000000003	995.7810000000001	684.183	464.512	346.109	1.0	3.0	1.0	1.0	1.0
1	2021	308	13.0	302.1300601110126	286.65906506948494	0.0	295.858	286.726	5.53195	13.728499999999999	994.79	647.062	436.18	345.883	1.0	3.0	1.0	1.0	1.0
1	2021	309	13.0	304.4807267043423	282.57836362382113	0.0	297.091	282.812	2.88364	13.1877	993.188	572.664	332.491	332.26	1.0	3.0	1.0	1.0	1.0
1	2021	310	13.0	300.7750722017307	282.9628768999985	0.0	292.619	281.644	2.01836	11.953399999999998	995.3739999999999	616.961	386.55	317.426	1.0	3.0	1.0	1.0	1.0
1	2021	311	13.0	299.7408548448869	286.68443143928124	0.0	292.656	285.357	5.06187	10.0486	994.192	527.401	302.177	315.028	1.0	3.0	1.0	1.0	1.0
1	2021	312	13.0	298.4920064169694	285.39977021778475	0.0	290.263	284.3	2.83115	12.809600000000001	995.306	596.979	379.514	312.244	1.0	3.0	1.0	1.0	1.0
1	2021	313	13.0	294.52402712534007		0.0	290.331	285.141	1.89032	17.0387	1000.47	183.408	115.704	395.596	1.0	3.0	1.0	1.0	1.0
1	2021	314	13.0	300.8527594936701	288.36530715126906	0.0	295.921	287.74	4.77105	11.0655	998.143	437.903	234.801	340.245	1.0	3.0	1.0	1.0	1.0
1	2021	315	13.0	305.58032845288136	290.3386820979773	0.0	299.675	289.822	2.70495	11.388499999999999	997.2439999999999	-841.461	-1067.6	348.209	1.0	3.0	1.0	1.0	1.0
1	2021	316	13.0	309.0255268723638	292.1656577592382	0.0	303.453	293.003	2.57127	9.29121	996.725	-274.07	-514.089	359.878	1.0	3.0	1.0	1.0	1.0
