Site	year	DOY	time	T_R1	T_C	T_S	VZA	T_A1	T_A0	u	ea	p	S_dn	RN	L_dn	LAI	h_C	f_c	f_g	w_C
1	2021	68	14.0	294.7900742816097	294.7900742816097	313.15	0.0	285.376	0.0	5.3771	8.08205	998.673	805.013	526.15	281.413	1.0	3.0	1.0	1.0	1.0
1	2021	68	15.5	291.8556457594602	291.8556457594602	313.15	0.0	285.054	0.0	4.37619	9.34164	998.1869999999999	561.967	327.541	281.94	1.0	3.0	1.0	1.0	1.0
1	2021	68	16.0	290.7045722984681	290.7045722984681	313.15	0.0	284.884	0.0	3.88639	9.37226	998.03	485.255	264.592	280.877	1.0	3.0	1.0	1.0	1.0
1	2021	68	16.5	289.11580841671594	289.11580841671594	313.15	0.0	284.62	0.0	3.99834	9.49165	997.824	386.15	190.863	283.978	1.0	3.0	1.0	1.0	1.0
1	2021	69	14.0	291.55898918745453	291.55898918745453	313.15	0.0	283.362	0.0	2.65087	8.03373	994.14	817.114	578.07	304.545	1.0	3.0	1.0	1.0	1.0
1	2021	69	14.5	289.4340739427367	289.4340739427367	313.15	0.0	283.344	0.0	3.44079	8.22657	993.7769999999999	591.625	411.853	316.447	1.0	3.0	1.0	1.0	1.0
1	2021	69	15.0	288.8852876192084	288.8852876192084	313.15	0.0	283.213	0.0	3.63214	8.10976	993.414	552.72	361.492	299.029	1.0	3.0	1.0	1.0	1.0
1	2021	69	15.5	289.54752948039356	289.54752948039356	313.15	0.0	283.54	0.0	3.17178	8.32523	993.3539999999999	582.075	379.313	303.961	1.0	3.0	1.0	1.0	1.0
1	2021	69	16.5	284.74866376339713	284.74866376339713	313.15	0.0	282.176	0.0	2.86881	8.2351	993.3	160.688	84.6801	323.962	1.0	3.0	1.0	1.0	1.0
1	2021	69	17.5	283.2704665903423	283.2704665903423	313.15	0.0	281.066	0.0	1.92333	8.98594	992.915	81.2437	38.7679	340.055	1.0	3.0	1.0	1.0	1.0
1	2021	69	22.0	276.77322198721225	276.77322198721225	313.15	0.0	276.9	0.0	0.878408	7.93012	993.9989999999999	-3.4598	-54.5034	282.884	1.0	3.0	1.0	1.0	1.0
1	2021	70	8.5	282.41331207806013	282.41331207806013	313.15	0.0	280.461	0.0	0.688663	5.428719999999999	995.337	337.08	204.117	288.052	1.0	3.0	1.0	1.0	1.0
1	2021	70	11.0	286.167525332437	286.167525332437	313.15	0.0	282.317	0.0	1.80744	7.548590000000001	995.9050000000001	333.794	231.93	331.081	1.0	3.0	1.0	1.0	1.0
1	2021	70	11.5	284.9556021140783	284.9556021140783	313.15	0.0	281.222	0.0	3.39642	7.38326	995.9000000000001	292.859	203.512	330.226	1.0	3.0	1.0	1.0	1.0
1	2021	70	12.0	284.2708275211779	284.2708275211779	313.15	0.0	281.26	0.0	2.80243	7.6032	995.9039999999999	204.109	133.544	332.234	1.0	3.0	1.0	1.0	1.0
1	2021	70	12.5	283.0431001353101	283.0431001353101	313.15	0.0	280.264	0.0	3.64698	7.69374	995.998	193.7	130.912	331.113	1.0	3.0	1.0	1.0	1.0
1	2021	70	13.0	283.15596927153075	283.15596927153075	313.15	0.0	280.163	0.0	3.49345	7.59575	995.9039999999999	189.479	126.308	328.596	1.0	3.0	1.0	1.0	1.0
1	2021	70	16.5	285.8146473104057	285.8146473104057	313.15	0.0	281.603	0.0	1.08959	8.16196	995.0569999999999	329.743	195.487	307.139	1.0	3.0	1.0	1.0	1.0
1	2021	70	21.0	277.0070979438655	277.0070979438655	313.15	0.0	277.689	0.0	2.27928	7.51365	996.4269999999999	-2.81801	-74.3594	263.38	1.0	3.0	1.0	1.0	1.0
1	2021	71	0.0	276.57456096288684	276.57456096288684	313.15	0.0	277.23	0.0	2.38807	7.134109999999999	996.8839999999999	-3.49597	-79.2757	256.334	1.0	3.0	1.0	1.0	1.0
1	2021	71	0.5	276.4084436115932	276.4084436115932	313.15	0.0	277.245	0.0	2.14261	7.09193	996.9739999999999	-3.23733	-80.5838	254.458	1.0	3.0	1.0	1.0	1.0
1	2021	71	10.0	289.3734551887324	289.3734551887324	313.15	0.0	283.731	0.0	1.90852	7.89836	999.78	595.471	394.006	293.316	1.0	3.0	1.0	1.0	1.0
1	2021	71	11.0	292.8908283899417	292.8908283899417	313.15	0.0	285.203	0.0	2.31991	7.76553	999.6769999999999	821.601	570.461	296.648	1.0	3.0	1.0	1.0	1.0
1	2021	71	12.0	292.20964053247485	292.20964053247485	313.15	0.0	285.552	0.0	2.40115	8.242329999999999	999.316	563.238	385.134	320.483	1.0	3.0	1.0	1.0	1.0
1	2021	71	12.5	288.7647757669079	288.7647757669079	313.15	0.0	284.576	0.0	2.73216	9.34536	999.158	393.688	266.71	329.293	1.0	3.0	1.0	1.0	1.0
1	2021	71	14.0	288.25117410170566	288.25117410170566	313.15	0.0	284.752	0.0	2.91328	9.80845	998.578	270.95	183.689	349.408	1.0	3.0	1.0	1.0	1.0
1	2021	71	14.5	293.1285013285724	293.1285013285724	313.15	0.0	285.969	0.0	3.53235	9.243300000000001	998.4019999999999	670.889	463.269	325.266	1.0	3.0	1.0	1.0	1.0
1	2021	71	15.0	290.80823140989685	290.80823140989685	313.15	0.0	285.476	0.0	3.60024	9.40253	998.366	503.483	326.608	315.987	1.0	3.0	1.0	1.0	1.0
1	2021	71	15.5	290.8136899321625	290.8136899321625	313.15	0.0	285.022	0.0	4.96318	10.326199999999998	998.2349999999999	601.163	392.742	309.901	1.0	3.0	1.0	1.0	1.0
1	2021	71	16.5	288.28956587902866	288.28956587902866	313.15	0.0	284.668	0.0	4.38855	9.189869999999999	998.5430000000001	383.867	221.453	309.922	1.0	3.0	1.0	1.0	1.0
1	2021	71	17.0	287.74606223763203	287.74606223763203	313.15	0.0	284.432	0.0	3.44929	9.29359	998.751	285.168	145.046	307.733	1.0	3.0	1.0	1.0	1.0
1	2021	71	20.0	280.4610838209286	280.4610838209286	313.15	0.0	281.111	0.0	2.89537	9.45284	999.993	-3.59393	-81.3669	273.492	1.0	3.0	1.0	1.0	1.0
1	2021	71	21.0	280.4144567266348	280.4144567266348	313.15	0.0	281.004	0.0	2.73976	9.62316	1000.38	-3.58889	-82.0211	272.653	1.0	3.0	1.0	1.0	1.0
1	2021	72	0.0	281.9804768759774	281.9804768759774	313.15	0.0	282.079	0.0	4.22885	9.5885	1001.25	-1.38841	-32.5499	327.299	1.0	3.0	1.0	1.0	1.0
1	2021	72	2.0	282.50918228795604	282.50918228795604	313.15	0.0	282.262	0.0	3.41557	9.71401	1001.48	-0.525059	-8.42207	353.273	1.0	3.0	1.0	1.0	1.0
1	2021	72	4.0	281.31080179733846	281.31080179733846	313.15	0.0	281.538	0.0	2.74461	8.985199999999999	1001.22	-1.2291	-30.7555	325.791	1.0	3.0	1.0	1.0	1.0
1	2021	72	4.5	281.285035425619	281.285035425619	313.15	0.0	281.618	0.0	3.10729	8.776819999999999	1001.3800000000001	-1.59532	-35.5401	321.115	1.0	3.0	1.0	1.0	1.0
1	2021	72	6.0	281.3178292618801	281.3178292618801	313.15	0.0	281.446	0.0	3.46461	9.03953	1001.94	-2.00777	-45.1222	311.81	1.0	3.0	1.0	1.0	1.0
1	2021	72	9.5	287.6161112013656	287.6161112013656	313.15	0.0	283.169	0.0	6.26573	9.264520000000001	1003.52	587.738	376.235	285.14	1.0	3.0	1.0	1.0	1.0
1	2021	72	10.5	291.52115779126314	291.52115779126314	313.15	0.0	284.198	0.0	4.614	9.17579	1003.77	771.117	516.067	284.329	1.0	3.0	1.0	1.0	1.0
1	2021	72	11.0	292.6039683825624	292.6039683825624	313.15	0.0	284.468	0.0	4.5296	9.129940000000001	1003.89	803.992	546.841	289.312	1.0	3.0	1.0	1.0	1.0
1	2021	72	12.0	291.2103966436287	291.2103966436287	313.15	0.0	284.236	0.0	3.84208	8.98125	1003.92	626.629	427.004	305.662	1.0	3.0	1.0	1.0	1.0
1	2021	72	12.5	293.06165571850164	293.06165571850164	313.15	0.0	284.386	0.0	3.84119	9.03623	1003.69	787.598	537.126	290.741	1.0	3.0	1.0	1.0	1.0
1	2021	72	13.5	292.1968007717616	292.1968007717616	313.15	0.0	284.272	0.0	6.07127	9.008400000000002	1003.18	815.528	555.725	284.872	1.0	3.0	1.0	1.0	1.0
1	2021	72	14.0	292.5752728789543	292.5752728789543	313.15	0.0	284.354	0.0	5.50152	9.0598	1003.0200000000001	793.631	527.947	281.779	1.0	3.0	1.0	1.0	1.0
1	2021	72	14.5	291.3976858042868	291.3976858042868	313.15	0.0	284.054	0.0	6.2416	9.03257	1002.95	739.769	484.292	280.687	1.0	3.0	1.0	1.0	1.0
1	2021	72	15.0	290.36190307527795	290.36190307527795	313.15	0.0	283.936	0.0	5.60395	8.99958	1002.8499999999999	643.351	403.316	279.361	1.0	3.0	1.0	1.0	1.0
1	2021	72	16.0	288.7246738272426	288.7246738272426	313.15	0.0	283.706	0.0	5.51951	8.94919	1002.69	511.382	285.829	272.57	1.0	3.0	1.0	1.0	1.0
1	2021	73	0.5	281.28480306932005	281.28480306932005	313.15	0.0	280.89	0.0	4.73747	8.81541	1002.5400000000001	-1.19752	-29.2017	326.739	1.0	3.0	1.0	1.0	1.0
1	2021	73	5.0	281.23251809203197	281.23251809203197	313.15	0.0	280.73	0.0	1.84488	8.66041	1002.5400000000001	-0.552068	-10.0889	345.161	1.0	3.0	1.0	1.0	1.0
1	2021	73	6.5	280.95322467375746	280.95322467375746	313.15	0.0	280.492	0.0	2.76905	8.38724	1002.4200000000001	-0.577245	-12.2938	341.613	1.0	3.0	1.0	1.0	1.0
1	2021	73	10.0	285.03211755983403	285.03211755983403	313.15	0.0	281.641	0.0	2.78046	8.25258	1003.21	272.057	176.305	325.146	1.0	3.0	1.0	1.0	1.0
1	2021	73	10.5	286.7318155808239	286.7318155808239	313.15	0.0	282.127	0.0	2.71958	8.44422	1003.0899999999999	387.461	257.503	320.734	1.0	3.0	1.0	1.0	1.0
1	2021	73	12.0	293.32949545737836	293.32949545737836	313.15	0.0	284.067	0.0	2.69992	8.57552	1003.26	810.354	552.098	295.133	1.0	3.0	1.0	1.0	1.0
1	2021	73	12.5	294.54013756617735	294.54013756617735	313.15	0.0	284.815	0.0	2.90876	8.39846	1002.62	845.992	578.819	293.769	1.0	3.0	1.0	1.0	1.0
1	2021	73	13.0	293.1979268596098	293.1979268596098	313.15	0.0	284.931	0.0	4.29633	8.10784	1002.5	706.93	482.222	307.335	1.0	3.0	1.0	1.0	1.0
1	2021	73	13.5	293.8200706595417	293.8200706595417	313.15	0.0	285.044	0.0	3.60488	7.9855	1002.0999999999999	775.293	524.594	297.149	1.0	3.0	1.0	1.0	1.0
1	2021	73	14.0	295.32473414989033	295.32473414989033	313.15	0.0	286.001	0.0	3.24732	8.161240000000001	1001.5999999999999	789.165	532.422	301.672	1.0	3.0	1.0	1.0	1.0
1	2021	73	14.5	293.31709052298686	293.31709052298686	313.15	0.0	285.657	0.0	3.99273	8.19783	1001.1700000000001	671.95	453.242	312.755	1.0	3.0	1.0	1.0	1.0
1	2021	73	15.0	289.739752766867	289.739752766867	313.15	0.0	284.616	0.0	4.21958	8.20027	1000.6399999999999	426.229	277.627	322.443	1.0	3.0	1.0	1.0	1.0
1	2021	73	15.5	289.30921100596936	289.30921100596936	313.15	0.0	284.306	0.0	4.22451	8.364840000000001	1000.41	414.228	267.897	321.377	1.0	3.0	1.0	1.0	1.0
1	2021	73	16.0	288.15714295344435	288.15714295344435	313.15	0.0	284.115	0.0	5.07242	8.174150000000001	1000.0799999999999	374.367	240.396	322.312	1.0	3.0	1.0	1.0	1.0
1	2021	73	16.5	289.05050653882404	289.05050653882404	313.15	0.0	284.605	0.0	4.90121	8.33615	1000.27	414.298	259.531	314.552	1.0	3.0	1.0	1.0	1.0
1	2021	73	20.0	281.73931211929545	281.73931211929545	313.15	0.0	281.851	0.0	2.60606	8.518450000000001	998.867	-2.06453	-45.0511	314.449	1.0	3.0	1.0	1.0	1.0
1	2021	73	21.5	282.6061729074275	282.6061729074275	313.15	0.0	282.222	0.0	1.88362	8.94303	998.73	-0.571751	-13.5626	348.835	1.0	3.0	1.0	1.0	1.0
1	2021	73	22.5	282.4084287027077	282.4084287027077	313.15	0.0	281.955	0.0	1.51766	8.88471	998.523	-0.653692	-11.9856	349.423	1.0	3.0	1.0	1.0	1.0
1	2021	73	23.5	282.4165520444419	282.4165520444419	313.15	0.0	281.874	0.0	0.900484	8.97185	998.1869999999999	-0.48798	-9.02091	352.297	1.0	3.0	1.0	1.0	1.0
1	2021	74	0.5	282.715138941886	282.715138941886	313.15	0.0	282.189	0.0	0.19626	9.3715	997.545	-0.434879	-7.81279	355.127	1.0	3.0	1.0	1.0	1.0
1	2021	76	11.5	293.5282618065754	293.5282618065754	313.15	0.0	285.609	0.0	2.84482	7.62124	997.851	804.708	541.134	290.928	1.0	3.0	1.0	1.0	1.0
1	2021	76	12.0	295.40149666272544	295.40149666272544	313.15	0.0	286.107	0.0	1.91988	7.31799	998.0020000000001	914.577	633.667	301.422	1.0	3.0	1.0	1.0	1.0
1	2021	76	12.5	291.4052448296052	291.4052448296052	313.15	0.0	285.386	0.0	2.8554	6.97387	998.171	538.668	371.36	329.241	1.0	3.0	1.0	1.0	1.0
1	2021	76	13.0	290.97249958178855	290.97249958178855	313.15	0.0	285.045	0.0	2.32233	6.98547	998.112	515.701	349.732	324.753	1.0	3.0	1.0	1.0	1.0
1	2021	76	14.0	296.1935550573648	296.1935550573648	313.15	0.0	286.303	0.0	2.19011	7.2948900000000005	997.418	882.058	599.412	296.463	1.0	3.0	1.0	1.0	1.0
1	2021	76	14.5	295.5293529278999	295.5293529278999	313.15	0.0	286.345	0.0	2.72759	7.4841999999999995	997.309	816.026	547.48	297.484	1.0	3.0	1.0	1.0	1.0
1	2021	76	15.5	295.5608520835293	295.5608520835293	313.15	0.0	286.724	0.0	2.73707	8.21886	996.956	776.24	504.122	294.234	1.0	3.0	1.0	1.0	1.0
1	2021	76	16.5	293.0563166447672	293.0563166447672	313.15	0.0	286.523	0.0	1.54655	9.11558	996.494	545.494	330.276	303.714	1.0	3.0	1.0	1.0	1.0
1	2021	76	17.0	291.47256270730395	291.47256270730395	313.15	0.0	286.313	0.0	3.09987	9.536999999999999	996.346	481.513	276.176	298.217	1.0	3.0	1.0	1.0	1.0
1	2021	76	17.5	288.20945675000706	288.20945675000706	313.15	0.0	284.456	0.0	3.87312	9.2858	996.467	347.956	172.114	287.755	1.0	3.0	1.0	1.0	1.0
1	2021	76	23.0	281.1186327379825	281.1186327379825	313.15	0.0	280.858	0.0	1.64194	9.28665	997.437	-1.77156	-35.2583	320.776	1.0	3.0	1.0	1.0	1.0
1	2021	77	1.5	281.02341634948897	281.02341634948897	313.15	0.0	280.731	0.0	1.7512	9.29495	997.6980000000001	-1.15724	-26.8532	328.234	1.0	3.0	1.0	1.0	1.0
1	2021	77	3.0	280.87543359619923	280.87543359619923	313.15	0.0	280.662	0.0	1.78437	9.23852	997.3989999999999	-1.20027	-27.8764	326.545	1.0	3.0	1.0	1.0	1.0
1	2021	77	5.5	280.9406084803794	280.9406084803794	313.15	0.0	280.662	0.0	1.94261	9.21495	997.015	-1.36003	-24.0007	331.096	1.0	3.0	1.0	1.0	1.0
1	2021	77	6.0	280.6176716997482	280.6176716997482	313.15	0.0	280.565	0.0	2.04077	9.19633	997.321	-1.73768	-34.8235	318.815	1.0	3.0	1.0	1.0	1.0
1	2021	77	10.5	291.6127137346344	291.6127137346344	313.15	0.0	285.861	0.0	1.64983	9.59093	998.758	605.766	394.949	308.12	1.0	3.0	1.0	1.0	1.0
1	2021	77	12.0	297.48129316781177	297.48129316781177	313.15	0.0	289.576	0.0	1.54348	10.3535	998.65	778.841	533.864	319.138	1.0	3.0	1.0	1.0	1.0
1	2021	77	14.0	297.2043229127557	297.2043229127557	313.15	0.0	287.621	0.0	3.44943	9.07163	998.615	889.861	614.97	307.184	1.0	3.0	1.0	1.0	1.0
1	2021	77	14.5	296.9035708248676	296.9035708248676	313.15	0.0	287.844	0.0	3.64548	9.494539999999999	998.257	856.058	586.357	306.476	1.0	3.0	1.0	1.0	1.0
1	2021	77	15.0	296.4971630087831	296.4971630087831	313.15	0.0	288.005	0.0	3.88914	10.100800000000001	998.1439999999999	811.484	547.764	307.57	1.0	3.0	1.0	1.0	1.0
1	2021	77	16.0	294.57770747819256	294.57770747819256	313.15	0.0	287.406	0.0	3.60985	10.6725	998.4019999999999	684.116	443.757	308.585	1.0	3.0	1.0	1.0	1.0
1	2021	77	18.0	289.6510701406904	289.6510701406904	313.15	0.0	286.29	0.0	1.85279	10.9197	998.347	228.835	137.04	355.494	1.0	3.0	1.0	1.0	1.0
1	2021	78	2.0	282.1320352425434	282.1320352425434	313.15	0.0	283.002	0.0	1.03569	10.6101	999.072	-2.00639	-60.9632	301.696	1.0	3.0	1.0	1.0	1.0
1	2021	78	3.5	281.496020108638	281.496020108638	313.15	0.0	282.077	0.0	0.846261	10.5997	998.8330000000001	-2.75164	-54.8641	304.363	1.0	3.0	1.0	1.0	1.0
1	2021	78	5.5	281.8231924249479	281.8231924249479	313.15	0.0	282.101	0.0	1.03394	10.687899999999999	998.424	-1.6237	-39.351	320.785	1.0	3.0	1.0	1.0	1.0
1	2021	78	10.5	295.34439367706113	295.34439367706113	313.15	0.0	290.173	0.0	1.11184	13.2538	999.0660000000001	620.044	399.769	322.456	1.0	3.0	1.0	1.0	1.0
1	2021	78	14.5	298.89615650806644	298.89615650806644	313.15	0.0	290.676	0.0	4.00105	14.7346	998.378	881.476	619.05	332.278	1.0	3.0	1.0	1.0	1.0
1	2021	78	15.0	296.6896040491353	296.6896040491353	313.15	0.0	289.519	0.0	4.73889	14.673	998.0849999999999	754.645	517.932	327.477	1.0	3.0	1.0	1.0	1.0
1	2021	78	15.5	295.4631580296308	295.4631580296308	313.15	0.0	289.123	0.0	4.28295	14.468399999999999	997.975	658.143	447.693	335.769	1.0	3.0	1.0	1.0	1.0
1	2021	78	16.0	295.404776080462	295.404776080462	313.15	0.0	289.389	0.0	2.28247	14.520999999999999	997.847	535.542	347.533	337.767	1.0	3.0	1.0	1.0	1.0
1	2021	78	16.5	293.5152726412208	293.5152726412208	313.15	0.0	288.745	0.0	3.46957	14.5685	997.7760000000001	440.316	273.69	334.181	1.0	3.0	1.0	1.0	1.0
1	2021	79	1.0	283.26251440727157	283.26251440727157	313.15	0.0	282.874	0.0	3.92447	10.530299999999999	999.55	-2.01921	-17.5707	350.073	1.0	3.0	1.0	1.0	1.0
1	2021	79	4.5	280.3563258450051	280.3563258450051	313.15	0.0	280.875	0.0	4.13224	8.28957	999.388	-4.10754	-89.943	264.326	1.0	3.0	1.0	1.0	1.0
1	2021	79	5.0	280.59715396231877	280.59715396231877	313.15	0.0	280.835	0.0	4.86376	8.702960000000001	999.365	-3.90109	-89.6212	265.519	1.0	3.0	1.0	1.0	1.0
1	2021	79	6.0	280.4998965360138	280.4998965360138	313.15	0.0	280.924	0.0	4.52287	8.58287	999.512	-3.62414	-88.4174	266.301	1.0	3.0	1.0	1.0	1.0
1	2021	79	6.5	280.0784128684091	280.0784128684091	313.15	0.0	280.696	0.0	3.80913	8.168479999999999	999.765	-4.07504	-88.114	264.783	1.0	3.0	1.0	1.0	1.0
1	2021	79	7.0	279.93615840421893	279.93615840421893	313.15	0.0	280.652	0.0	4.55381	7.632210000000001	1000.15	-3.55822	-87.9382	263.723	1.0	3.0	1.0	1.0	1.0
1	2021	79	7.5	279.5569028178629	279.5569028178629	313.15	0.0	280.376	0.0	4.27189	6.94318	1000.45	9.74769	-77.8325	261.058	1.0	3.0	1.0	1.0	1.0
1	2021	79	9.5	285.2157364808158	285.2157364808158	313.15	0.0	282.782	0.0	4.37383	7.00527	1001.3	440.654	240.413	266.665	1.0	3.0	1.0	1.0	1.0
1	2021	79	10.0	287.14801564122314	287.14801564122314	313.15	0.0	283.712	0.0	4.53633	7.01724	1001.5	550.667	326.296	269.761	1.0	3.0	1.0	1.0	1.0
1	2021	79	10.5	289.32587730483016	289.32587730483016	313.15	0.0	284.755	0.0	4.86782	6.95458	1001.58	652.28	405.569	273.229	1.0	3.0	1.0	1.0	1.0
1	2021	79	11.5	292.70149759100354	292.70149759100354	313.15	0.0	286.274	0.0	5.30058	6.680359999999999	1001.94	810.947	534.231	278.456	1.0	3.0	1.0	1.0	1.0
1	2021	79	12.0	294.02240350129836	294.02240350129836	313.15	0.0	286.612	0.0	5.35695	7.0974699999999995	1001.58	865.077	581.608	282.314	1.0	3.0	1.0	1.0	1.0
1	2021	79	12.5	294.96476408694514	294.96476408694514	313.15	0.0	286.996	0.0	5.27918	7.19918	1001.1400000000001	904.053	614.597	284.217	1.0	3.0	1.0	1.0	1.0
1	2021	79	13.0	295.80138996456316	295.80138996456316	313.15	0.0	287.129	0.0	5.26096	7.992400000000001	1001.0899999999999	920.421	629.29	288.088	1.0	3.0	1.0	1.0	1.0
1	2021	79	13.5	295.74246691950015	295.74246691950015	313.15	0.0	287.432	0.0	6.29786	8.03203	1000.77	923.768	633.594	289.906	1.0	3.0	1.0	1.0	1.0
1	2021	79	14.5	293.96043766125354	293.96043766125354	313.15	0.0	286.655	0.0	8.34587	7.8815800000000005	1000.15	892.033	606.082	285.709	1.0	3.0	1.0	1.0	1.0
1	2021	79	15.5	292.61710530945754	292.61710530945754	313.15	0.0	286.189	0.0	7.94141	7.98832	999.6310000000001	790.461	514.798	282.454	1.0	3.0	1.0	1.0	1.0
1	2021	79	16.0	291.23274613708753	291.23274613708753	313.15	0.0	285.65	0.0	8.40458	7.981670000000001	999.4849999999999	715.761	452.247	279.886	1.0	3.0	1.0	1.0	1.0
1	2021	79	16.5	289.8299866984083	289.8299866984083	313.15	0.0	285.195	0.0	8.96431	7.66269	999.2230000000001	626.899	378.076	277.344	1.0	3.0	1.0	1.0	1.0
1	2021	79	17.0	289.5809022442795	289.5809022442795	313.15	0.0	285.136	0.0	5.62791	7.99894	999.357	522.426	289.033	276.591	1.0	3.0	1.0	1.0	1.0
1	2021	79	17.5	288.1769259691412	288.1769259691412	313.15	0.0	284.536	0.0	5.03015	8.420209999999999	999.4110000000001	409.488	200.987	275.956	1.0	3.0	1.0	1.0	1.0
1	2021	79	21.5	281.31541498111756	281.31541498111756	313.15	0.0	281.35	0.0	5.77516	8.76599	999.559	-3.66351	-91.8918	266.655	1.0	3.0	1.0	1.0	1.0
1	2021	80	0.5	280.5714436318703	280.5714436318703	313.15	0.0	281.555	0.0	2.8643	7.637609999999999	999.581	-4.25998	-90.0662	265.607	1.0	3.0	1.0	1.0	1.0
1	2021	80	2.5	279.4054164518586	279.4054164518586	313.15	0.0	280.66	0.0	1.62553	6.913590000000001	999.367	-4.66923	-87.324	262.917	1.0	3.0	1.0	1.0	1.0
1	2021	80	4.0	278.6917546185844	278.6917546185844	313.15	0.0	279.779	0.0	1.24169	6.78198	998.4219999999999	-4.36481	-87.4843	259.276	1.0	3.0	1.0	1.0	1.0
1	2021	80	4.5	278.4407764157439	278.4407764157439	313.15	0.0	279.715	0.0	0.744274	6.61107	998.306	-4.17484	-87.7278	258.051	1.0	3.0	1.0	1.0	1.0
1	2021	80	5.5	278.3784183054822	278.3784183054822	313.15	0.0	279.615	0.0	1.38875	6.44587	998.1579999999999	-4.43485	-88.2644	257.018	1.0	3.0	1.0	1.0	1.0
1	2021	80	10.5	289.7909165385683	289.7909165385683	313.15	0.0	285.006	0.0	3.7447	6.50464	999.688	659.425	410.306	274.12	1.0	3.0	1.0	1.0	1.0
1	2021	80	11.0	291.2539892330348	291.2539892330348	313.15	0.0	285.548	0.0	5.26996	6.53737	999.614	747.17	482.319	276.358	1.0	3.0	1.0	1.0	1.0
1	2021	80	11.5	292.984977409817	292.984977409817	313.15	0.0	286.369	0.0	5.76344	6.57751	999.6030000000001	818.352	541.066	279.979	1.0	3.0	1.0	1.0	1.0
1	2021	80	12.0	294.5898294347488	294.5898294347488	313.15	0.0	287.011	0.0	5.54156	6.59651	999.615	873.97	586.327	282.279	1.0	3.0	1.0	1.0	1.0
1	2021	80	12.5	295.69642944433076	295.69642944433076	313.15	0.0	287.573	0.0	5.30333	6.7807	999.471	913.591	619.933	285.089	1.0	3.0	1.0	1.0	1.0
1	2021	80	13.0	296.20933771717404	296.20933771717404	313.15	0.0	287.802	0.0	6.01943	7.45884	999.275	932.334	638.336	288.613	1.0	3.0	1.0	1.0	1.0
1	2021	80	13.5	295.2429631730039	295.2429631730039	313.15	0.0	287.434	0.0	7.65155	7.93326	999.1969999999999	934.576	645.648	289.533	1.0	3.0	1.0	1.0	1.0
1	2021	80	14.0	295.43963350177614	295.43963350177614	313.15	0.0	287.553	0.0	7.62676	7.73588	999.0430000000001	924.692	633.837	289.553	1.0	3.0	1.0	1.0	1.0
1	2021	80	14.5	294.4214864056281	294.4214864056281	313.15	0.0	287.208	0.0	8.58712	7.556609999999999	998.793	898.691	611.559	287.588	1.0	3.0	1.0	1.0	1.0
1	2021	80	15.5	294.53345156895716	294.53345156895716	313.15	0.0	287.306	0.0	5.52907	8.48959	998.3919999999999	790.136	510.564	288.096	1.0	3.0	1.0	1.0	1.0
1	2021	80	16.0	293.68723189471115	293.68723189471115	313.15	0.0	287.247	0.0	5.66507	8.68182	998.299	712.811	447.095	289.063	1.0	3.0	1.0	1.0	1.0
1	2021	80	16.5	291.25040573140825	291.25040573140825	313.15	0.0	286.379	0.0	7.61726	8.482240000000001	998.42	624.879	379.206	286.596	1.0	3.0	1.0	1.0	1.0
1	2021	80	17.0	290.08399847559633	290.08399847559633	313.15	0.0	286.043	0.0	6.70138	8.45569	998.363	521.616	294.915	285.365	1.0	3.0	1.0	1.0	1.0
1	2021	80	17.5	289.5600402408284	289.5600402408284	313.15	0.0	285.662	0.0	4.27936	9.062140000000001	998.4019999999999	407.661	201.634	284.538	1.0	3.0	1.0	1.0	1.0
1	2021	80	22.5	280.65074982613487	280.65074982613487	313.15	0.0	281.896	0.0	2.65329	8.5687	999.7139999999999	-3.84982	-86.0975	270.075	1.0	3.0	1.0	1.0	1.0
1	2021	80	23.0	280.23360900828845	280.23360900828845	313.15	0.0	281.169	0.0	2.96353	8.670950000000001	999.79	-4.59781	-85.2913	268.493	1.0	3.0	1.0	1.0	1.0
1	2021	81	1.0	279.93637612495564	279.93637612495564	313.15	0.0	280.866	0.0	2.42313	8.69464	999.898	-4.36847	-85.2832	267.245	1.0	3.0	1.0	1.0	1.0
1	2021	81	2.5	280.85814178731863	280.85814178731863	313.15	0.0	281.316	0.0	4.48134	9.03573	999.5550000000001	-3.47995	-87.8325	268.841	1.0	3.0	1.0	1.0	1.0
1	2021	81	8.0	280.9188355765917	280.9188355765917	313.15	0.0	280.737	0.0	6.36452	8.783650000000002	998.903	50.3947	-44.0365	267.94	1.0	3.0	1.0	1.0	1.0
1	2021	81	10.0	287.70438624793013	287.70438624793013	313.15	0.0	283.946	0.0	5.14538	9.301770000000001	999.5039999999999	555.472	335.612	278.39	1.0	3.0	1.0	1.0	1.0
1	2021	81	13.0	295.9509577350037	295.9509577350037	313.15	0.0	286.54	0.0	4.9851	9.09899	998.992	920.062	632.011	289.828	1.0	3.0	1.0	1.0	1.0
1	2021	81	14.0	296.8944236156594	296.8944236156594	313.15	0.0	287.495	0.0	4.75515	9.069790000000001	998.1830000000001	917.844	621.933	290.69	1.0	3.0	1.0	1.0	1.0
1	2021	81	14.5	296.35133324951374	296.35133324951374	313.15	0.0	286.96	0.0	4.72045	9.22508	997.873	886.893	595.888	289.406	1.0	3.0	1.0	1.0	1.0
1	2021	81	15.0	295.2385676485007	295.2385676485007	313.15	0.0	286.39	0.0	5.27075	9.16985	997.5889999999999	845.174	559.824	287.085	1.0	3.0	1.0	1.0	1.0
